state,latitude,longitude,quarter,temperature_2m_meanmean,temperature_2m_meansum,relative_humidity_2m_meanmean,relative_humidity_2m_meansum,wind_speed_10m_maxmax,temperature_2m_maxmax,relative_humidity_2m_maxmax,temperature_2m_minmin,relative_humidity_2m_minmin,precipitation_hours_sum,moderate_drizzle_sum,moderate_rain_sum,light_rain_sum,heavy_rain_sum,overcast_sum,partly_cloudy_sum,clear_sky_sum,light_drizzle_sum,mainly_clear_sum,heavy_drizzle_sum,light_snow_sum,heavy_snow_sum,moderate_snow_sum,year,D0_mean,D1_mean,D2_mean,D3_mean,D4_mean,D0_max,D1_max,D2_max,D3_max,D4_max,state_code,num_colonies,varroa_mites,other_pests_and_parasites,diseases,pesticides,other_or_unknown
Alabama,32.806671,-86.79113,1,11.427684963666666,1028.49164673,72.02383012222222,6482.144711,43.037693,25.679998,100.0,-4.72,26.80918,434.0,4,15,7,2,36,2,2,18,1,2,1,0,0,2019,3.230769230769231,0.0815384615384615,0.0,0.0,0.0,34.79,1.06,0.0,0.0,0.0,AL,5500.0,27.2,22.7,1.8,0.3,9.0
Kentucky,37.66814,-84.670067,1,4.402361110088889,396.212499908,69.65230455555556,6268.70741,38.0733,23.615,100.0,-14.585,12.006912,479.0,6,12,7,2,29,2,1,12,1,1,11,1,5,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KY,3700.0,21.6,12.9,0.1,5.3,10.7
Washington,47.400902,-121.490494,1,-0.1846620700666666,-16.619586306,77.40257018888889,6966.231317,24.33664,15.6805,100.0,-11.5695,26.018742,649.0,1,1,0,0,24,2,5,7,2,0,11,21,16,2019,59.4076923076923,11.255384615384616,0.0246153846153846,0.0,0.0,73.94,23.18,0.04,0.0,0.0,WA,51000.0,22.3,0.8,0.6,0.3,0.8
Hawaii,20.902977,-156.207483,1,21.645671377777777,1948.110424,76.15667337777778,6854.100604,55.643005,26.9075,99.08212,16.0575,47.886005,923.0,15,12,14,2,5,2,1,31,5,3,0,0,0,2019,54.97,28.261538461538464,1.566153846153846,0.0,0.0,100.0,70.45,7.71,0.0,0.0,HI,16500.0,72.1,64.9,0.1,0.7,2.9
Kansas,38.5266,-96.726486,1,0.9901850841666668,89.116657575,67.57606797777778,6081.846118,46.148857,20.625,100.0,-17.275,13.856477,274.0,4,1,4,1,38,1,7,11,1,2,7,6,7,2019,0.0115384615384615,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,KS,4500.0,86.9,7.8,2.5,12.2,21.6
Utah,39.32098,-111.093735,1,-5.663801003,-509.74209027,68.61129887777778,6175.016899,33.847656,7.119,100.0,-20.031,15.7228565,508.0,0,0,0,0,28,4,8,0,2,0,9,15,24,2019,93.27692307692308,71.34384615384616,26.23,2.02,0.4153846153846154,100.0,100.0,73.31,7.7,1.8,UT,8500.0,22.9,0.0,0.1,0.0,8.8
Georgia,33.040619,-83.643074,1,10.958527638222222,986.26748744,70.09938832222223,6308.944949,33.927967,25.459501,100.0,-4.2905,23.593798,327.0,15,6,8,5,34,4,5,8,1,3,1,0,0,2019,9.603076923076925,0.5599999999999999,0.0,0.0,0.0,60.67,6.01,0.0,0.0,0.0,GA,120000.0,69.6,17.8,7.4,9.6,10.6
New Mexico,34.840515,-106.248482,1,1.5402545825555558,138.62291243,57.89674686666666,5210.707218,63.083256,21.324999,100.0,-14.775,5.8135233,218.0,4,0,2,0,46,2,5,4,3,1,10,3,10,2019,59.316153846153846,42.5,31.00692307692308,13.865384615384617,4.0407692307692304,63.67,44.71,35.03,19.67,14.17,NM,4800.0,3.5,1.1,0.6,0.0,1.4
Mississippi,32.741646,-89.678696,1,11.002824259555554,990.25418336,72.81789873333334,6553.610886,30.274265,26.065,100.0,-4.585,25.082859,437.0,9,15,6,2,36,0,1,13,2,3,1,1,1,2019,1.1607692307692308,0.0,0.0,0.0,0.0,8.83,0.0,0.0,0.0,0.0,MS,26000.0,14.6,71.0,64.8,48.4,5.5
Texas,31.054487,-97.563461,1,11.238518106444443,1011.46662958,72.50947231111111,6525.852508,38.881664,28.94,100.0,-4.26,22.476414,344.0,15,3,4,1,37,0,3,22,1,1,0,1,2,2019,27.50923076923077,7.046923076923077,0.2523076923076923,0.0,0.0,54.06,19.92,2.38,0.0,0.0,TX,260000.0,26.1,6.5,5.3,8.3,6.9
Idaho,44.068202,-114.742043,1,-7.720203782555556,-694.81834043,72.83472822222222,6555.12554,22.881956,6.396,100.0,-24.404001,14.626823,720.0,0,0,0,0,28,3,3,0,1,0,17,14,24,2019,60.73230769230769,20.60307692307692,4.61923076923077,0.0,0.0,81.59,40.22,10.46,0.0,0.0,ID,132000.0,24.5,8.0,8.0,9.2,8.6
Vermont,44.045876,-72.710686,1,-8.32751874111111,-749.4766867,75.34577531111111,6781.119778,37.88048,11.2935,100.0,-26.5065,28.10398,599.0,2,0,1,0,16,1,1,3,5,0,20,14,27,2019,2.734615384615384,0.0,0.0,0.0,0.0,11.85,0.0,0.0,0.0,0.0,VT,6500.0,6.2,0.1,2.4,0.0,1.2
Florida,27.766279,-81.686783,1,18.60856938888889,1674.771245,74.55283883333334,6709.755495,32.335934,30.7435,100.0,3.7935,27.557024,288.0,7,4,9,2,37,6,2,18,1,4,0,0,0,2019,18.49076923076923,8.502307692307692,0.4738461538461538,0.0,0.0,32.02,25.98,3.08,0.0,0.0,FL,300000.0,46.9,24.8,5.5,22.9,7.4
New York,42.165726,-74.948051,1,-4.837338004333334,-435.36042039,70.19227505555556,6317.304755,38.445908,15.86,100.0,-26.439999,12.285443,486.0,3,0,4,0,31,1,1,1,0,3,22,8,16,2019,0.4115384615384615,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,0.0,NY,24000.0,10.6,2.5,1.7,1.7,9.0
Illinois,40.633125,-89.398529,1,-2.093036863,-188.37331767,71.52196966666666,6436.97727,42.926132,19.426498,100.0,-31.223501,15.198669,389.0,3,3,7,0,38,2,2,4,3,2,9,3,14,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL,9000.0,33.3,14.7,3.1,0.7,15.5
Missouri,38.456085,-92.288368,1,1.8772405681555555,168.951651134,69.2088256,6228.794304,35.97479,19.174002,100.0,-20.126,13.598019,368.0,5,8,4,0,39,4,2,8,0,3,7,4,6,2019,0.3169230769230769,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,MO,8500.0,5.4,2.3,1.9,0.5,5.4
Minnesota,46.39241,-94.63623,1,-10.688324237444444,-961.94918137,75.26159727777778,6773.543755,36.158054,11.787001,99.64628,-37.263,17.127964,265.0,0,1,1,0,51,1,1,1,0,0,17,3,14,2019,1.1184615384615384,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,MN,17000.0,1.3,0.2,1.9,0.0,2.0
Indiana,39.849426,-86.258278,1,0.2466990337222221,22.20291303499999,70.24236783333333,6321.813105,40.018333,20.3395,100.0,-24.1105,16.763266,408.0,7,4,3,1,36,2,2,6,0,2,11,7,9,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IN,6000.0,15.6,8.8,2.6,5.5,7.1
Tennessee,35.747845,-86.692345,1,6.824560121888889,614.21041097,72.5128724,6526.158516,35.705395,22.535,100.0,-7.965,19.673738,524.0,7,16,9,5,28,2,2,12,1,1,6,0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,6000.0,62.8,23.6,5.1,0.9,7.7
Virginia,37.769337,-78.169968,1,5.475152809611111,492.763752865,66.51528887777778,5986.375999,34.38895,23.8405,100.0,-9.7595,13.450789,375.0,6,9,11,0,35,4,2,8,5,2,3,3,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VA,5500.0,16.6,12.8,0.8,0.3,9.3
Connecticut,41.597782,-72.755371,1,-0.3892916542222222,-35.03624888,64.52951002222223,5807.655902,34.828953,17.5455,100.0,-19.654501,22.75984,314.0,1,3,5,1,48,3,0,6,1,0,8,6,8,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT,3100.0,10.1,1.3,0.0,0.0,3.6
Iowa,42.011539,-93.210526,1,-5.842546158777778,-525.82915429,75.28593278888889,6775.733951,62.1717,18.5025,100.0,-32.8475,25.26995,366.0,4,1,3,0,36,4,3,4,2,0,8,7,18,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IA,7500.0,34.8,1.7,0.6,0.3,7.7
Michigan,44.182205,-84.506836,1,-5.862972305,-527.66750745,73.84729811111112,6646.25683,40.121838,14.2305,100.0,-24.969501,21.06172,501.0,0,1,0,0,27,0,2,3,0,1,30,9,17,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MI,24000.0,18.2,5.8,1.5,0.2,12.2
South Carolina,33.856892,-80.945007,1,11.208032582888888,1008.72293246,69.89641782222222,6290.677604,34.875435,27.165,100.0,-3.935,18.998613,264.0,12,5,7,2,43,3,3,11,0,3,1,0,0,2019,12.235384615384616,1.2546153846153845,0.0,0.0,0.0,34.64,13.87,0.0,0.0,0.0,SC,12000.0,18.5,14.5,0.0,1.7,12.4
North Carolina,35.630066,-79.806419,1,7.778023029444445,700.02207265,68.74239476666666,6186.815529,30.978832,23.148,100.0,-9.102,20.44296,388.0,7,8,8,2,36,5,3,11,2,4,1,1,2,2019,0.7853846153846153,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,0.0,NC,10500.0,16.4,2.0,0.2,0.7,3.4
South Dakota,44.299782,-99.438828,1,-9.28045854808889,-835.241269328,80.88517856666667,7279.666071,69.81866,14.1235,99.6305,-32.8265,25.798176,290.0,0,0,0,0,45,2,2,3,2,0,19,5,12,2019,2.1923076923076925,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,SD,18500.0,0.8,0.0,0.0,2.5,2.2
Colorado,39.059811,-105.311104,1,-6.716842663222223,-604.51583969,66.64364044444444,5997.92764,39.6,8.7345,100.0,-24.265501,15.751608,264.0,0,0,0,0,33,8,6,1,3,0,15,6,18,2019,79.0823076923077,53.64846153846153,32.36076923076923,13.69846153846154,3.1538461538461537,91.86,69.48,54.91,27.11,11.22,CO,5000.0,11.2,0.3,0.0,0.0,2.5
Washington,47.400902,-121.490494,2,8.987665713186813,817.8775799,80.30129,7307.41739,20.774214,28.230501,100.0,-4.0695,26.979828,724.0,9,2,11,0,33,0,0,16,1,5,3,5,6,2019,71.13538461538461,30.565384615384616,4.288461538461538,0.0,0.0,73.94,54.84,17.68,0.0,0.0,,51141.082365496586,23.123823144931784,6.582663973114764,5.4921433240473325,7.110492936561799,3.5389137541726217
Ohio,40.388783,-82.764915,2,15.684945593406592,1427.330049,73.68214483516483,6705.07518,38.60234,29.633,100.0,-6.717,28.424639,567.0,5,20,15,1,25,1,0,13,1,9,1,0,0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11517.92447790629,50.39547025037176,24.33864416265315,8.926137836197356,3.6828707722647294,17.675092070806116
Utah,39.32098,-111.093735,2,6.005859059890111,546.53317445,60.74977623076924,5528.229637,32.417995,25.019,100.0,-8.231,12.901029,359.0,1,1,0,0,19,10,0,18,5,5,5,11,16,2019,8.095384615384615,0.816923076923077,0.0,0.0,0.0,37.06,3.24,0.0,0.0,0.0,,20461.29777410321,22.166471183216025,-12.722711887698736,-10.303995131609366,-1.7881494344078044,19.152615926524472
New Mexico,34.840515,-106.248482,2,14.518910209230768,1321.22082904,37.674389813186814,3428.369473,48.502567,31.125,100.0,-8.325,4.5016975,177.0,6,3,6,0,36,10,5,15,3,1,1,5,0,2019,41.02923076923077,22.80307692307692,4.908461538461538,0.0,0.0,53.55,38.74,16.06,0.0,0.0,,7007.0327888039465,96.52417980680515,-16.8491653974935,48.90928311336857,-13.921324843646861,15.078513956813481
North Carolina,35.630066,-79.806419,2,20.84131401868132,1896.5595757,69.50929751648351,6325.346074,37.123665,35.548,100.0,-0.352,19.954218,352.0,8,10,7,1,35,5,0,15,3,6,0,0,1,2019,16.973846153846154,4.002307692307692,0.0,0.0,0.0,48.57,11.23,0.0,0.0,0.0,,22964.061003064206,58.46399015115358,19.534577890877877,3.0236024077105297,8.883124522602744,16.120883453601053
Texas,31.054487,-97.563461,2,22.62658406043956,2059.0191495,75.26701306593407,6849.298189,44.554268,35.59,100.0,6.04,18.508165,436.0,8,11,9,5,19,4,4,25,2,4,0,0,0,2019,13.48153846153846,2.493846153846154,0.2184615384615384,0.0,0.0,45.73,12.2,2.61,0.0,0.0,,350544.1743717915,40.216016416213215,23.939579985397945,5.470445886147221,8.542199849616974,12.260130329592663
Wisconsin,44.268543,-89.616508,2,12.008359163879122,1092.760683913,71.05778374725276,6466.258321,39.660496,30.2215,99.32486,-5.2785,28.825964,414.0,3,15,16,0,23,1,2,16,0,6,4,2,3,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26573.544568062873,23.967072946144928,12.663826051377265,23.769271510148375,6.229074742900622,11.089604002190853
South Dakota,44.299782,-99.438828,2,12.450858126373626,1133.0280895,69.8718512967033,6358.338468,43.045227,35.8235,100.0,-6.8265,27.112549,417.0,11,7,8,1,32,3,0,16,1,3,2,3,4,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-71142.48596486042,37.80672019825975,12.414929183357131,4.182896758987254,5.6941295453410525,24.042065452423497
Tennessee,35.747845,-86.692345,2,19.98113015604396,1818.2828442,73.2156791098901,6662.626799,38.526726,33.835003,100.0,-1.565,24.744677,503.0,3,10,13,8,27,1,0,19,3,7,0,0,0,2019,10.70923076923077,0.0,0.0,0.0,0.0,46.14,0.0,0.0,0.0,0.0,,8577.530115165702,36.503866608860626,16.224709870174927,2.724778402293925,0.18109594045990707,14.777907427696436
Oklahoma,35.565342,-96.928917,2,20.64271605934066,1878.4871614,70.3019460989011,6397.477095,34.04047,34.763,100.0,2.413,26.914595,363.0,12,17,5,9,26,4,1,13,3,0,0,0,1,2019,0.6976923076923077,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,,13645.417734179999,39.34894271972155,7.976000587041702,16.001653247491873,8.70122563164577,-0.7414643622352224
Vermont,44.045876,-72.710686,2,8.977222202087912,816.92722039,76.53997092307692,6965.137354,32.49785,23.9435,100.0,-12.5565,28.046345,638.0,7,11,15,1,18,2,1,19,0,2,4,3,8,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6489.079840505445,22.841169822357813,14.341993849390576,12.493815202673922,24.082235112016328,-0.7435356539076297
New Jersey,40.298904,-74.521011,2,16.814373664835166,1530.1080035,71.86287773626374,6539.521874,35.302032,32.213,100.0,-2.587,28.150206,486.0,13,15,15,3,24,1,0,15,1,3,1,0,0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6548.206161810172,20.447007649687187,6.337213434415789,1.1242370613516242,-2.3796803062246252,-1.678087277421876
New York,42.165726,-74.948051,2,11.06361737854945,1006.789181448,77.36850523076923,7040.533976,36.910095,25.560001,100.0,-5.54,25.939363,583.0,10,13,17,2,24,0,0,14,0,4,4,0,3,2019,0.4599999999999999,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,,30683.700985612388,29.08554140809627,13.846340616535098,9.26435620396936,1.5261916339450523,10.824491526503133
South Carolina,33.856892,-80.945007,2,23.22283116263736,2113.2776358,65.17994182417581,5931.374706,33.493546,36.614998,100.0,2.315,17.24188,340.0,9,12,6,2,30,7,2,17,1,5,0,0,0,2019,58.56384615384616,25.885384615384616,1.2484615384615383,0.0,0.0,88.2,49.8,16.23,0.0,0.0,,19223.2994784416,19.759500002194525,20.52080020354876,11.995422456977227,12.984053375783422,9.216540266669787
Pennsylvania,40.590752,-77.209755,2,15.541223132967032,1414.2513051,74.47644519780219,6777.356513,36.322556,30.070002,100.0,-4.23,26.97015,535.0,14,14,17,2,25,2,0,13,0,2,2,0,0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14772.392710979166,17.80486241571855,3.4237649394845056,1.4626643917790183,4.718509000551754,1.5957951435333386
Oregon,44.572021,-122.070938,2,8.603849702417582,782.95032292,72.56596205494506,6603.502547,19.469976,27.962,100.0,-5.8380003,18.005882,650.0,5,2,5,0,28,5,1,19,3,7,1,7,8,2019,26.27076923076923,4.9946153846153845,0.0,0.0,0.0,82.29,39.91,0.0,0.0,0.0,,65721.13355448059,56.98427445354397,7.900348591532139,19.871416753295765,9.748241127289308,21.668301482401773
Wyoming,42.755966,-107.30249,2,5.119013805054945,465.83025626,67.21085284615384,6116.187609,45.891174,28.1515,100.0,-12.7485,5.2828836,380.0,5,3,3,1,28,2,0,20,2,1,9,4,13,2019,13.346923076923076,1.5892307692307692,0.0,0.0,0.0,31.5,4.84,0.0,0.0,0.0,,16939.183152413396,18.042648723219248,-3.657475052928688,11.912492583365607,-0.644711621439144,3.778202211962231
North Dakota,47.528912,-99.784012,2,11.102475978131867,1010.32531401,63.50445249450549,5778.905177,42.268967,31.637,100.0,-6.163,19.685534,337.0,7,6,5,1,28,2,0,26,5,2,3,2,4,2019,19.279230769230768,5.029230769230769,0.8115384615384615,0.0,0.0,41.68,21.66,6.78,0.0,0.0,,158650.44042813397,43.52726479857036,9.205425212539653,1.6528649657055643,2.6690106906576876,-0.7512985453365142
Virginia,37.769337,-78.169968,2,20.51595811318681,1866.9521883,67.71420505494505,6161.99266,29.301876,36.0405,100.0,-0.85950005,19.44202,354.0,9,8,10,2,36,1,0,19,1,5,0,0,0,2019,2.215384615384615,0.0,0.0,0.0,0.0,14.35,0.0,0.0,0.0,0.0,,9689.194400417528,22.363626718729172,23.992483975545166,3.0601574022945424,6.504998010169562,10.198658881300913
West Virginia,38.491226,-80.954456,2,18.15688075274725,1652.2761485,74.14453916483517,6747.153064,33.672993,31.764,100.0,-4.386,21.860718,603.0,12,16,16,1,22,1,0,19,0,4,0,0,0,2019,1.1492307692307693,0.0,0.0,0.0,0.0,14.94,0.0,0.0,0.0,0.0,,8585.167670644983,19.94355192000878,-1.5707817574866922,2.3390673444980323,-0.25303448161291003,13.158887082252823
Missouri,38.456085,-92.288368,2,18.04822113736264,1642.3881235,75.43209191208791,6864.320364,30.758411,33.374,100.0,-2.076,28.501528,428.0,11,13,7,7,27,4,2,16,0,3,0,1,0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1940.798905253971,59.25353700335114,37.95792214143775,1.1012996399686716,13.727453278079745,22.66143419628603
Arizona,33.729759,-111.431221,2,19.373717368131867,1763.0082805,34.61401598901099,3149.875455,25.41763,36.922,100.0,2.472,8.622148,83.0,3,2,2,0,38,7,13,8,12,6,0,0,0,2019,14.003846153846156,3.5084615384615385,0.0,0.0,0.0,17.77,4.63,0.0,0.0,0.0,,9998.515784167193,63.205343946545185,7.636615247850473,27.364980573702997,1.8511199467318091,12.441310248504402
Montana,46.921925,-110.454353,2,5.110901018351648,465.09199267,72.03348087912089,6555.04676,39.33072,22.186998,100.0,-13.613,18.295103,727.0,3,11,5,0,13,2,0,15,0,3,11,5,23,2019,9.786923076923078,1.0615384615384615,0.0353846153846153,0.0,0.0,20.34,5.11,0.46,0.0,0.0,,61995.442718668535,47.849280370360866,1.2052671131585253,0.34348429320807217,5.431884174712274,8.072294124719864
Illinois,40.633125,-89.398529,2,15.90117908791209,1447.007297,72.99352418681319,6642.410701,37.66433,32.3265,99.35614,-5.2735,30.672754,429.0,16,14,11,3,23,0,1,14,1,7,0,1,0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11551.783948797844,32.39345304349564,15.06534752999287,4.619170847374182,7.826254018493298,8.899678268563786
California,36.116203,-119.681564,2,22.85111495054945,2079.4514605,40.561990725274725,3691.141156,29.784426,43.4915,97.01501,8.091499,7.3968525,115.0,3,2,5,0,42,12,9,12,6,0,0,0,0,2019,5.509230769230769,0.0,0.0,0.0,0.0,6.58,0.0,0.0,0.0,0.0,,962498.8074897402,42.74788416297743,6.060910150681075,3.6113432470834312,9.690278267274385,5.922256426550575
Kentucky,37.66814,-84.670067,2,18.71873263736264,1703.40467,73.91422574725274,6726.194543,35.32589,32.765,100.0,-4.1349998,22.932993,477.0,6,18,11,1,33,3,0,12,1,6,0,0,0,2019,5.428461538461538,0.0,0.0,0.0,0.0,34.12,0.0,0.0,0.0,0.0,,5583.12096837507,52.97757009838671,33.95936622676118,1.8021478475444819,3.2469859372776004,9.96388004689573
Iowa,42.011539,-93.210526,2,14.953804948351648,1360.7962503,71.2061572967033,6479.760314,44.490234,32.8025,99.99999,-2.1475,25.702393,418.0,11,15,9,3,24,3,3,17,2,2,0,0,2,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33290.38815978577,17.431892728402964,29.4595565829788,8.574164586541663,29.771082091295177,-1.543525065618244
Louisiana,31.169546,-91.867805,2,22.99161514835165,2092.2369785,76.98832949450549,7005.937984,28.03612,34.385002,100.0,3.885,33.48704,424.0,9,11,4,10,19,6,4,23,5,0,0,0,0,2019,10.35846153846154,0.3915384615384615,0.0,0.0,0.0,66.96,3.22,0.0,0.0,0.0,,58113.63254171406,33.01229233821048,36.307568784334386,-6.627127666803883,1.448007839292214,5.377521210236555
Michigan,44.182205,-84.506836,2,11.117541895417585,1011.696312483,70.87921415384616,6450.008488,33.88019,29.4305,100.0,-7.9195,24.787487,446.0,5,10,13,0,30,2,0,20,1,3,2,1,4,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,61204.10720372087,50.399970077792375,11.249763095531224,6.841808393779651,12.565169854058087,3.4492113728660954
Maryland,39.045753,-76.641273,2,18.79417458021978,1710.2698868,71.3327565054945,6491.280842,32.048088,34.004498,100.0,-1.0455,20.691414,421.0,13,14,11,4,23,2,1,17,1,5,0,0,0,2019,0.0776923076923077,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,,8872.835952721643,-1.6865522560674178,6.591581305060644,1.9010545156696101,-8.115654439991959,7.3116066144193095
Hawaii,20.902977,-156.207483,2,24.87755484615385,2263.857491,73.09517159340659,6651.660615,40.091137,30.8575,97.59763,17.7575,41.440166,471.0,16,1,2,0,11,7,3,36,13,2,0,0,0,2019,82.88230769230769,38.06153846153846,3.2492307692307696,0.3330769230769231,0.0,96.62,55.78,5.71,0.95,0.0,,14341.672578858168,76.30845450926265,18.172742060706685,0.0949657408458191,-0.03850352287819282,0.24041124640906708
Minnesota,46.39241,-94.63623,2,11.24066289021978,1022.90032301,67.70624043956045,6161.26788,40.732533,30.786999,100.0,-12.212999,24.14337,408.0,7,8,8,1,26,4,0,24,1,4,4,2,2,2019,5.303076923076923,0.0,0.0,0.0,0.0,17.56,0.0,0.0,0.0,0.0,,37546.63452485531,19.651202447120365,-1.8003546026623085,0.9458765748505333,3.231566499509215,8.71589305473182
Indiana,39.849426,-86.258278,2,16.72906021758242,1522.3444798,74.11538538461538,6744.50007,32.714474,31.3395,100.0,-5.1105,29.462963,570.0,13,18,13,1,26,0,0,16,0,4,0,0,0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6654.365597604693,31.562188832813273,4.7538068874909065,-3.105598299628344,30.3758834898806,6.926228820648464
Connecticut,41.597782,-72.755371,2,14.28691513076923,1300.1092769,75.36917595604395,6858.595012,29.899511,31.4955,100.0,-2.4045,23.997997,506.0,12,12,14,2,25,1,0,16,0,8,1,0,0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3430.7384887907506,25.265482679882034,1.5176142999295323,-0.3971430394010409,-0.07620006110202426,3.2596506996801544
Kansas,38.5266,-96.726486,2,18.169208182417584,1653.3979446,70.55864594505495,6420.836781,41.442238,34.225002,100.0,-1.2249999,30.50197,370.0,5,12,8,9,30,3,1,19,2,2,0,0,0,2019,0.4123076923076922,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,,1653.5440860270771,43.02023514398765,23.62797015043553,7.052884118752395,21.264813249254203,-1.935301085788363
Georgia,33.040619,-83.643074,2,22.581294395604395,2054.89779,67.39985557142857,6133.386857,29.215502,36.359497,100.0,5.4095,16.480804,327.0,6,11,3,2,40,4,2,16,1,6,0,0,0,2019,71.46538461538461,21.64692307692308,0.8092307692307692,0.0,0.0,93.03,69.06,5.04,0.0,0.0,,148431.53085157464,49.155897698534694,15.66052633772211,6.0723982450068625,4.120224546533824,21.804582851330693
Alabama,32.806671,-86.79113,2,22.542522516483515,2051.369549,69.9591654065934,6366.284052,34.94968,35.63,100.0,3.38,25.082521,363.0,5,13,7,4,27,4,3,21,5,2,0,0,0,2019,33.12307692307692,11.672307692307694,0.3384615384615385,0.0,0.0,44.76,30.23,2.59,0.0,0.0,,5718.056098460523,30.715824528592506,-5.920229877253213,1.9640068010504306,24.145587641707188,6.645019450449451
Arkansas,34.969704,-92.373123,2,21.241588714285715,1932.984573,74.98695262637364,6823.812689,28.496904,35.467,100.0,2.667,29.50582,436.0,10,16,9,5,21,4,4,18,3,1,0,0,0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18071.814283430554,10.480454518476309,2.5530097287308964,9.319013880415284,14.19824354803433,11.56660596521501
Mississippi,32.741646,-89.678696,2,22.167542285714283,2017.246348,73.01996637362637,6644.81694,27.943514,35.465,100.0,2.9650002,25.713844,382.0,7,11,4,9,32,4,2,17,2,3,0,0,0,2019,7.803846153846154,0.0715384615384615,0.0,0.0,0.0,30.53,0.3,0.0,0.0,0.0,,71605.91268859389,47.42932746462783,19.318459456033988,1.480231190949777,1.1505460457780674,11.61800070655815
Nebraska,41.12537,-98.268082,2,15.229529753186812,1385.88720754,68.04753072527473,6192.325296,39.95351,35.2785,99.65734,-4.2215,29.19901,332.0,10,6,10,3,31,3,1,19,2,4,1,1,0,2019,0.3461538461538461,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,,-13950.290490014537,37.393019196620294,27.48658179392976,-0.6176204063919728,27.559647203175622,20.04270477097463
Massachusetts,42.407211,-71.382439,2,13.48560151868132,1227.1897382,74.55917865934066,6784.885258,34.298386,30.956,100.0,-2.944,21.530367,519.0,10,16,17,1,23,2,0,12,2,6,1,0,1,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4256.75270828244,27.61055372991945,-2.3566845947971613,8.508109573991257,-0.15617818598029132,3.2239003234855454
Maine,45.367584,-68.972168,2,9.554814785494504,869.48814548,71.65956867032968,6521.020749,38.6208,26.6115,100.0,-7.6384997,24.336365,517.0,9,12,8,1,26,5,0,18,1,2,0,2,7,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1309.246187443709,6.188849273468011,3.5211552860911617,6.903259682732144,5.040201600830706,18.742950005745048
Colorado,39.059811,-105.311104,2,6.644206955824176,604.62283298,59.65518021978022,5428.6214,41.180286,27.1845,100.0,-13.4155,10.73286,373.0,5,5,9,0,15,1,0,21,3,3,13,7,9,2019,9.974615384615385,1.2607692307692309,0.0,0.0,0.0,21.99,4.74,0.0,0.0,0.0,,24519.78360916589,34.291203758663094,-12.619036241798923,-1.0575411338958014,0.012782082305951015,9.33626419170381
